1598561277813,572597797902,198.53,0410809
1598561277813,572597797902,158.82,0403540
1598561277814,572597797902,238.23,0399858
1598561277814,572597797902,158.82,0403055
1598561277814,572597797902,158.82,0403435
1598561277814,572597797902,158.82,0403539
1598561277814,572597797902,293.82,0401725
1598561277814,572597797902,301.76,0401788
1598561277814,572597797902,238.23,0411247
1598561277814,572597797902,79.41,0398070
1598561277814,572597797902,119.12,0400708
1598561277814,572597797902,595.58,0407850
1598561277814,572597797902,198.53,0411908
1598561277814,572597797902,397.05,0411909
1598561277814,572597797902,198.53,0409820
1598561277814,572597797902,397.05,0399464
577567737020,1598561277814,477.38,0402599
1598561277814,572597797902,79.41,0408321
1598561277814,572597797902,79.41,0407286
1598561277814,572597797902,119.12,0407530
1598561277814,572597797902,158.82,0407847
1598561277814,572597797902,198.53,0401727
1598561277814,572597797902,158.82,0408320
1598561277814,572597797902,301.76,0403389
1598561277814,572597797902,293.82,0403390
1598561277814,572597797902,39.71,0406798
1598561277814,572597797902,158.82,0404670
1598561277814,572597797902,39.71,0407608
1598561277814,572597797902,79.41,0401215
1598561277814,572597797902,79.41,0405431
1598561277814,572597797902,39.71,0407606
1598561277814,572597797902,79.41,0407613
1598561277814,572597797902,79.41,0411839
571157738020,1598561277814,1249.5,0
572857738020,1598561277815,1249.5,0
1598561277815,572597797902,198.53,0408318
1598561277815,572597797902,198.53,0408319
1598561277815,572597797902,198.53,0403406
1598561277815,572597797902,277.94,0399853
1598561277815,572597797902,119.12,0408315
1598561277815,572597797902,277.94,0399856
1598561277815,572597797902,119.12,0408316
1598561277815,572597797902,238.23,0399787
1598561277815,572597797902,238.23,0405939
1598561277815,572597797902,357.35,0406788
1598561277815,572597797902,317.64,0411877
572756691000,1598561277815,508.49,0
572756691000,1598561277815,161.32,0
572756691000,1598561277815,1.09,0
572756691000,1598561277815,1.09,0
572756691000,1598561277815,218,0
572756691000,1598561277815,322.64,0
572756691000,1598561277815,1.09,0
572756691000,1598561277815,109,0
572756691000,1598561277815,902.52,0
572756691000,1598561277815,130.8,0
572756691000,1598561277815,392.4,0
572756691000,1598561277815,307.38,0
572756691000,1598561277815,441.45,0
572756691000,1598561277815,1.09,0
572756691000,1598561277815,119.9,0
572756691000,1598561277815,12.72,0
572756691000,1598561277815,26.31,0
572756691000,1598561277815,192.93,0
572756691000,1598561277815,392.4,0
572756691000,1598561277815,94.78,0
572756691000,1598561277815,10.9,0
572756691000,1598561277815,1.09,0
572756691000,1598561277815,1090,0
572756691000,1598561277815,139.78,0
572756691000,1598561277815,181.5,0
572756691000,1598561277815,125.14,0
572756691000,1598561277815,173.45,0
572756691000,1598561277815,139.78,0
572756691000,1598561277815,152.23,0
572756691000,1598561277816,4.36,0
572756691000,1598561277816,385.86,0
572756691000,1598561277816,112.71,0
572756691000,1598561277816,3.27,0
572756691000,1598561277816,257.6,0
572756691000,1598561277816,669.26,0
572756691000,1598561277816,109,0
572756691000,1598561277816,547.5,0
572756691000,1598561277816,1.09,0
572756691000,1598561277816,1.09,0
572756691000,1598561277816,43.71,0
572756691000,1598561277816,96.76,0
572756691000,1598561277816,21.8,0
572756691000,1598561277816,59.95,0
572756691000,1598561277816,1.09,0
572756691000,1598561277816,191.16,0
572756691000,1598561277816,3.27,0
572756691000,1598561277816,262.43,0
572756691000,1598561277816,202.74,0
572756691000,1598561277816,2.18,0
572756691000,1598561277816,454.91,0
572756691000,1598561277816,827.58,0
572756691000,1598561277816,2.18,0
572756691000,1598561277816,2707.56,0
572747738030,1598561277816,1.09,0
572756691000,1598561277816,2.18,0
572756691000,1598561277816,2.18,0
1598561277816,572597797902,158.82,0412671
1598561277816,572597797902,357.35,0399836
1598561277816,572597797902,476.46,0403684
1598561277816,572597797902,317.64,0405255
1598561277816,572597797902,79.41,0402472
1598561277816,572597797902,79.41,0402473
1598561277816,572597797902,79.41,0348595
1598561277816,572597797902,39.71,0350277
1598561277816,572597797902,317.64,0412483
1598561277816,572597797902,79.41,0404946
1598561277816,572597797902,79.41,0405710
1598561277816,572597797902,373.23,0399835
1598561277816,572597797902,317.64,0399888
1598561277816,572597797902,476.46,0410079
1598561277816,572597797902,317.64,0413271
1598561277816,572597797902,158.82,0409289
1598561277816,572597797902,158.82,0413256
1598561277816,572597797902,79.41,0408073
1598561277816,572597797902,690.87,0405247
1598561277816,572597797902,79.41,0413392
1598561277816,572597797902,79.41,0402112
1598561277816,572597797902,119.12,0404912
1598561277816,572597797902,79.41,0404913
1598561277816,572597797902,357.35,0404914
1598561277816,572147738030,213.14,0402082
1598561277816,572597797902,-39.71,0396945
1598561277817,501341715020,9.19,0432771
501503692308,572597797902,277.94,0460490
501503692308,572597797902,119.12,0460980
501503692308,572597797902,158.82,0460490
501503692308,572597797902,214.41,0455380
501503692308,572597797902,317.64,0455380
501503692308,572597797902,119.12,0460490
501503692308,572597797902,516.17,0454086
501503692308,572597797902,1151.45,0454086
501503692308,572597797902,158.82,0470634
501503692308,572597797902,158.82,0445771
501503692308,572597797902,397.05,0469501
501503692308,572597797902,79.41,0401916
501503692308,572597797902,79.41,0401916
501503692308,572597797902,635.28,0455380
501503692308,572597797902,79.41,0452171
501503692308,572597797902,79.41,0452171
501503692308,572597797902,119.12,0447263
501503692308,572597797902,158.82,0455206
501503692308,572597797902,595.58,0469719
501503692308,572597797902,595.58,0469719
501503692308,572597797902,587.63,0465713
501503692308,572597797902,158.82,0455206
501503692308,572597797902,277.94,0456938
501503692308,572597797902,595.58,0455399
501503692308,572597797902,595.58,0455399
501503692308,572597797902,635.28,0464596
501503692308,572597797902,198.53,0444574
501503692308,572597797902,158.82,0467588
501503692308,572597797902,79.41,0462497
501503692308,572597797902,79.41,0462497
501503692308,501341715020,3.82,0459243
501503692308,572597797902,595.58,0465451
501503692308,572597797902,595.58,0465451
501503692308,572597797902,79.41,0465451
501503692308,572597797902,397.05,0457075
501503692308,572597797902,119.12,0461112
501503692308,572597797902,277.94,0461112
501503692308,572597797902,79.41,0458705
501503692308,572597797902,79.41,0442460
501503692308,572597797902,119.12,0461112
501503692308,572597797902,635.28,0465434
501503692308,572597797902,158.82,0470616
501503692308,572597797902,158.82,0469200
501503692308,572597797902,158.82,0470616
501503692308,572597797902,158.82,0469200
501503692308,572597797902,317.64,0455375
501503692308,572597797902,595.58,0460490
501503692308,572597797902,317.64,0460490
